Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT23mQcCYkkZw7UCXA4TBS17,Interest,NEXO,6.31701240,NEXO,6.31701240,$6.99,-,-,"approved / 6.986302 USDC",2025-11-01 06:00:00
NXTgv6JqwGdnUFxxyc7Ez0ew,Interest,NEXO,0.05726186,NEXO,0.05726186,$0.06,-,-,"approved / NEXO Interest Earned",2025-11-01 06:00:00
NXT6wIlOuMRePr1NHudEfBnZr,Exchange Cashback,EURX,2.56633865,EURX,2.56633865,$2.97,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-10-31 10:55:49
NXT4zhneGQow2faqWsucAVWPv,Exchange,USDC,-3000.78000000,EURX,2566.33865461,$2968.94,-,-,"approved / Exchange USD Coin to EURX",2025-10-31 10:55:48
NXT4h9KeIpSLLc3pH5wiTSf06,Exchange,USDT,-933.00000000,USDC,932.90670900,$932.85,-,-,"approved / Exchange Tether to USD Coin",2025-10-31 10:54:35
NXT50HsW5FYyh6LfVsExZy0J7,Top up Crypto,USDT,933.00000000,USDT,933.00000000,$932.94,-,-,"approved / 0xf4f2b3d557a42c468ca689fc31b466b712f49fdef58c516fdfd9a0a5928c759b",2025-10-31 10:42:31
NXT7Oex5FWog1uMmzoFaUQRER,Interest,NEXO,0.05654192,NEXO,0.05654192,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-31 06:00:00
NXT1RcuH1gUGpDNbZ7oRB7Noc,Interest,NEXO,6.64312051,NEXO,6.64312051,$7.47,-,-,"approved / 7.467861 USDC",2025-10-31 06:00:00
NXT12BPUJYaRFb6HDycxB8ZQe,Interest,NEXO,0.05582570,NEXO,0.05582570,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-30 06:00:00
NXTJbCDrzsPjgX50dnVTwSV9,Interest,NEXO,6.60920558,NEXO,6.60920558,$7.47,-,-,"approved / 7.467861 USDC",2025-10-30 06:00:00
NXT5VnXxX7wnFsQHeWHH7WUH5,Interest,NEXO,0.05511204,NEXO,0.05511204,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-29 06:00:00
NXT4gHphprgqRXIy4astd70ig,Interest,NEXO,6.58602626,NEXO,6.58602626,$7.47,-,-,"approved / 7.467861 USDC",2025-10-29 06:00:00
NXT3no1V3WXUVnwLHMCH8mHLH,Interest,NEXO,0.05439834,NEXO,0.05439834,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-28 06:00:00
NXT3DsT2v95Y0rzdr5o1xxhZU,Interest,NEXO,6.58715624,NEXO,6.58715624,$7.47,-,-,"approved / 7.467861 USDC",2025-10-28 06:00:00
NXT7DjZeTrpf6mywQdyTDjYp5,Interest,NEXO,6.53143851,NEXO,6.53143851,$7.47,-,-,"approved / 7.467861 USDC",2025-10-27 06:00:00
NXT2iJy6ikwa3MpaxdHB2LSiF,Interest,NEXO,0.05369071,NEXO,0.05369071,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-27 06:00:00
NXT7CZIXeRgz8vNrJOygTmAWK,Interest,NEXO,6.52616233,NEXO,6.52616233,$7.47,-,-,"approved / 7.467861 USDC",2025-10-26 06:00:00
NXTKiaMD9E8PGF7ABatOx4Pq,Interest,NEXO,0.05298371,NEXO,0.05298371,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-26 06:00:00
NXT3ZhmorxJzoGCA5LBEFcT6v,Interest,NEXO,6.55898562,NEXO,6.55898562,$7.47,-,-,"approved / 7.467861 USDC",2025-10-25 05:00:00
NXTOBlEFZ8l5UhvfjSsKWMcs,Interest,NEXO,0.05227327,NEXO,0.05227327,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-25 05:00:00
NXT4YOVqoXdi5880zfZJY50dW,Interest,NEXO,6.12553248,NEXO,6.12553248,$6.99,-,-,"approved / 6.994953 USDC",2025-10-24 05:00:00
NXT37tV5IVtFiQdNsi143ma4t,Interest,NEXO,0.05160947,NEXO,0.05160947,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-24 05:00:00
NXT1QB6xpd368woFK5zFlNL3,Exchange,USDT,-2030.31708400,USDC,2030.72322800,$2030.44,-,-,"approved / Exchange Tether to USD Coin",2025-10-23 14:51:01
NXT6wHunhBgZqfxKvsWykv1aQ,Top up Crypto,USDT,2030.31708400,USDT,2030.31708453,$2031.44,-,-,"approved / 0x6ee65bb46e464118ea064dd15cdf6155d3f9e71d2a855486e0ddbbe89ead179d",2025-10-23 14:47:32
NXT4KRYfKdjNXFIUFaB2tXA9t,Interest,NEXO,6.09909086,NEXO,6.09909086,$6.99,-,-,"approved / 6.994953 USDC",2025-10-23 05:00:00
NXT33zubXUimf2MOOuq2zUCtG,Interest,NEXO,0.05094859,NEXO,0.05094859,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-23 05:00:00
NXT3oBR2L90pGXX6b8QU0Yxdu,Interest,NEXO,0.05028953,NEXO,0.05028953,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-22 05:00:00
NXT16KNvB3bIPpzSYwzYyzNgZ,Interest,NEXO,6.08279657,NEXO,6.08279657,$6.99,-,-,"approved / 6.994953 USDC",2025-10-22 05:00:00
NXT70iJ6gxiwLKsDWDtgZ7AZA,Interest,NEXO,0.04964571,NEXO,0.04964571,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-21 05:00:00
NXT3Jnekft51eW7jYL5Cyfkug,Interest,NEXO,5.94160976,NEXO,5.94160976,$7.00,-,-,"approved / 6.994953 USDC",2025-10-21 05:00:00
NXT65KyeBL2m0rp3lEPjtT3BC,Interest,NEXO,5.97292419,NEXO,5.97292419,$7.00,-,-,"approved / 6.994953 USDC",2025-10-20 05:00:00
NXT3XSGaizqTKKNSDcJgdYvjh,Interest,NEXO,0.04899860,NEXO,0.04899860,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-20 05:00:00
NXT6HVl2p13RDnSOVWkkNxxOm,Interest,NEXO,5.94441173,NEXO,5.94441173,$7.00,-,-,"approved / 6.994953 USDC",2025-10-19 05:00:00
NXT3PlSYq5pqoA75oBTopp2QY,Interest,NEXO,0.04835462,NEXO,0.04835462,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-19 05:00:00
NXT6XAxfaF7v1USFdsy9k2zGT,Interest,NEXO,0.04830624,NEXO,0.04830624,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-18 05:00:00
NXT25rBmTMBYyq8nD396RCRCV,Interest,NEXO,0.40189056,NEXO,0.40189056,$0.47,-,-,"approved / 0.465753 USDC",2025-10-18 05:00:00
NXT70T2GLvjkGEjOzBj8TJNOF,Exchange,USDT,-3035.95889800,USDC,3035.65533200,$3035.71,-,-,"approved / Exchange Tether to USD Coin",2025-10-17 11:20:15
NXT1Z1Vj59OFQNxphx25QWhuf,Top up Crypto,USDT,3035.95889800,USDT,3035.95889899,$3036.00,-,-,"approved / 0x1729ced07765b8f2cbf18b685ea8cc1e95abda467a97541c4ec80ffd138eb4e0",2025-10-17 11:19:09
NXTFtKOJMifWJciCS8E221lZ,Top up Crypto,USDC,25001.50000000,USDC,25001.50000000,$25001.13,-,-,"approved / ihkDpPwG1tkA8Ho9XcjBJxVFoAEHUjJWLwpWJ7vHkMPzYXspduJj89ucJY2HFLPHpvHEGWXQamzAem7xyCyWW7m",2025-10-17 09:27:49
NXT2coabYlF63Vfkldcc5ov2p,Interest,NEXO,0.04824090,NEXO,0.04824090,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-17 05:00:00
NXT1sm8M6cIxHQqbnrO5psCgm,Interest,NEXO,0.55983058,NEXO,0.55983058,$0.66,-,-,"approved / 0.657534 USDC",2025-10-17 05:00:00
NXT6kjCO68WCZqnzFPLFUhyJt,Interest,NEXO,0.04817766,NEXO,0.04817766,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-16 05:00:00
NXT5v34uFcniTTvpcTm70mP37,Interest,NEXO,0.54026423,NEXO,0.54026423,$0.66,-,-,"approved / 0.657534 USDC",2025-10-16 05:00:00
NXT6gdMBlMH5CfmXvSyiBsKbi,Interest,NEXO,0.53736807,NEXO,0.53736807,$0.66,-,-,"approved / 0.657534 USDC",2025-10-15 05:00:00
NXT2E3FKqS6exZ71wPrCGpB4W,Interest,NEXO,0.04811475,NEXO,0.04811475,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-15 05:00:00
NXT6uDo7tjdpZ9o0Dy1oNELeK,Interest,NEXO,0.53342709,NEXO,0.53342709,$0.66,-,-,"approved / 0.657534 USDC",2025-10-14 05:00:00
NXTN5JbvpESbKcivAdo5ObOm,Interest,NEXO,0.04805226,NEXO,0.04805226,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-14 05:00:00
NXT7F4awejCtKlrGilGSBYHIa,Interest,NEXO,0.04798877,NEXO,0.04798877,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-13 05:00:00
NXT41oV5UADRS5pX5tvaC6U3J,Interest,NEXO,0.54283030,NEXO,0.54283030,$0.66,-,-,"approved / 0.657534 USDC",2025-10-13 05:00:00
NXT5aGZv70FclbTZaz5ZHzRZ5,Withdraw Exchanged,EUR,-5188.98000000,EUR,5188.98000000,$5960.85,-,-,"approved / EUR withdrawal",2025-10-12 13:40:49
NXT2WYm0ZjWyoSjUAZFt7D0HF,Exchange To Withdraw,EURX,5193.98000000,EUR,5188.98000000,$5965.99,5.00000000,EURX,"approved / EURX to EUR",2025-10-12 13:39:55
NXT1Wz1x644CwHylBobhXawXe,Exchange Cashback,EURX,6.38906520,EURX,6.38906520,$7.34,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-10-12 13:37:43
NXT1NXsHK8skc4QVLSE2kDrW5,Exchange,USDC,-3000.00000000,EURX,2555.62608000,$2936.00,-,-,"approved / Exchange USD Coin to EURX",2025-10-12 13:37:42
NXT7bmcKvpK0Fu5ok1I8XndiQ,Interest,NEXO,1.15045585,NEXO,1.15045585,$1.37,-,-,"approved / 1.369863 USDC",2025-10-12 05:00:00
NXT3XyrJ32pC42LOWb73UbkpO,Interest,NEXO,0.04780784,NEXO,0.04780784,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-12 05:00:00
NXT31Af0kcKeXsTecDLcQcV3C,Interest,NEXO,0.48543996,NEXO,0.48543996,$0.58,-,-,"approved / 0.504760589454109446 EURX",2025-10-12 05:00:00
NXT6ewO6DvyiWyFQrgT0LKmq1,Interest,NEXO,0.04762806,NEXO,0.04762806,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-11 05:00:00
NXT4XGpYUokKjKAhQqgqbVbYY,Interest,NEXO,0.48284833,NEXO,0.48284833,$0.58,-,-,"approved / 0.504760589454109446 EURX",2025-10-11 05:00:00
NXTtsJ8BaBeqzZQflcHl41cB,Interest,NEXO,1.14251453,NEXO,1.14251453,$1.37,-,-,"approved / 1.369863 USDC",2025-10-11 05:00:00
NXT4d5gcUzh9AA04dgljnnuO1,Interest,NEXO,0.46033747,NEXO,0.46033747,$0.58,-,-,"approved / 0.504760589454109446 EURX",2025-10-10 05:00:00
NXT47DJ3r3Y4fu2WBY4BXMQce,Interest,NEXO,0.04745762,NEXO,0.04745762,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-10 05:00:00
NXT3PYSMTmhhTEz1qObf6mCN9,Interest,NEXO,1.07834123,NEXO,1.07834123,$1.37,-,-,"approved / 1.369863 USDC",2025-10-10 05:00:00
NXT4MBInkAYZ015uqaX2bJbwH,Interest,NEXO,0.46051192,NEXO,0.46051192,$0.59,-,-,"approved / 0.504760589454109446 EURX",2025-10-09 05:00:00
NXT3buQPGyimZ2gB4iPUQCAsT,Interest,NEXO,0.04728761,NEXO,0.04728761,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-09 05:00:00
NXT3E34Ksq835FVTg1ldDbfhY,Interest,NEXO,1.07429822,NEXO,1.07429822,$1.37,-,-,"approved / 1.369863 USDC",2025-10-09 05:00:00
NXT4fzKmDkSeOnKFdukS9zoBO,Interest,NEXO,1.08673126,NEXO,1.08673126,$1.37,-,-,"approved / 1.369863 USDC",2025-10-08 05:00:00
NXT4fUR5Q5L1F2wDhCr02qVTl,Interest,NEXO,0.46686824,NEXO,0.46686824,$0.59,-,-,"approved / 0.504760589454109446 EURX",2025-10-08 05:00:00
NXT4HbfpM9o10VDH9NjSTKlHY,Interest,NEXO,0.04711560,NEXO,0.04711560,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-08 05:00:00
NXT4Uy9Z3K7JBToq1CEu45gC4,Interest,NEXO,1.07528237,NEXO,1.07528237,$1.37,-,-,"approved / 1.369863 USDC",2025-10-07 05:00:00
NXT3QPsJl1cEUhGVQjXkGlcKi,Interest,NEXO,0.41553451,NEXO,0.41553451,$0.53,-,-,"approved / 0.450899434737692135 EURX",2025-10-07 05:00:00
NXT12vKkjJb8pELlhjCrhaLJb,Interest,NEXO,0.04695035,NEXO,0.04695035,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-07 05:00:00
NXT36MQrVVdroW9Cb25gVoBfP,Exchange Cashback,EURX,6.56348547,EURX,6.56348547,$7.71,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-10-06 17:46:38
NXT1YJANTc45PdTULjxxTQAmK,Exchange,USDC,-3106.71628300,EURX,2625.39418943,$3083.67,-,-,"approved / Exchange USD Coin to EURX",2025-10-06 17:46:38
NXTwDug91RYosuOW0OxaLTZu,Exchange,USDT,-332.17000000,USDC,332.33616800,$332.18,-,-,"approved / Exchange Tether to USD Coin",2025-10-06 17:42:10
NXT2uwLtm7ppsAdULnEISrcwc,Top up Crypto,USDT,332.17000000,USDT,332.17000000,$332.27,-,-,"approved / 0x1381889c2513283a06f21b911898d7c34786fcaf6cab2a17b7933badb59010b2",2025-10-06 17:40:51
NXT3w9oqf3K5OX0KjWuewOGBP,Interest,NEXO,1.68251916,NEXO,1.68251916,$2.13,-,-,"approved / 2.129967 USDC",2025-10-06 05:00:00
NXT1U6iEHf0zINv8wN1jqjkFc,Interest,NEXO,0.04676452,NEXO,0.04676452,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-06 05:00:00
NXT6wFhnk2U4wGZRRF3Ez5LSs,Interest,NEXO,1.68142096,NEXO,1.68142096,$2.13,-,-,"approved / 2.129967 USDC",2025-10-05 05:00:00
NXT495VuytwfXMspWDqY3pRdS,Interest,NEXO,0.04657883,NEXO,0.04657883,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-05 05:00:00
NXT6n3nt00LILWFotqoVXwePR,Interest,NEXO,0.04639222,NEXO,0.04639222,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-04 05:00:00
NXTdd7BrfdX6352EL6tVtYiP,Interest,NEXO,1.69014793,NEXO,1.69014793,$2.13,-,-,"approved / 2.129967 USDC",2025-10-04 05:00:00
NXT5Pugd6bKZzUQNiQpP97TRk,Interest,NEXO,0.04620501,NEXO,0.04620501,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-03 05:00:00
NXT2GezAaiDI16u1tLmVUAFlH,Interest,NEXO,1.69592498,NEXO,1.69592498,$2.13,-,-,"approved / 2.129967 USDC",2025-10-03 05:00:00
NXT79d8WkDTc9ulV4o13hJWEH,Interest,NEXO,1.08889614,NEXO,1.08889614,$1.37,-,-,"approved / 1.369863 USDC",2025-10-02 05:00:00
NXT1l3MNvwTQaTNeqZzIIFkgj,Interest,NEXO,0.04608305,NEXO,0.04608305,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-02 05:00:00
NXT4YRTprlukYBpF5N5aVer9A,Exchange,USDT,-2772.66000000,USDC,2774.38011500,$2773.74,-,-,"approved / Exchange Tether to USD Coin",2025-10-01 15:14:56
NXT2qJAaAj9kQkoBHXBHYgx4C,Top up Crypto,USDT,2772.66000000,USDT,2772.66000000,$2772.87,-,-,"approved / 0xbb7e648caddc24eecc9c334a310f2d0f4f223b782234734f80216bab2f52d81d",2025-10-01 15:06:36
NXT6F3T6BNET0uB4qkDHB8EaL,Interest,NEXO,1.31705086,NEXO,1.31705086,$1.64,-,-,"approved / 1.643835 USDC",2025-10-01 05:00:00
NXTDhw4TOixXBrzg1szFgFp3,Interest,NEXO,0.04593658,NEXO,0.04593658,$0.06,-,-,"approved / NEXO Interest Earned",2025-10-01 05:00:00
NXT237RjKTEMd6gvcuT055WNe,Interest,NEXO,0.04579175,NEXO,0.04579175,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-30 05:00:00
NXT21eZRAQdtngy6HC8Z7sxI4,Interest,NEXO,1.30193544,NEXO,1.30193544,$1.64,-,-,"approved / 1.643835 USDC",2025-09-30 05:00:00
NXT4vwolPPrPOxL48izVvA7hj,Interest,NEXO,0.04564424,NEXO,0.04564424,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-29 05:00:00
NXT2HZr16XbesQf1rzXpxGvlX,Interest,NEXO,1.32706403,NEXO,1.32706403,$1.64,-,-,"approved / 1.643835 USDC",2025-09-29 05:00:00
NXT5Zk4PV4m8nYShswoIeGPuj,Interest,NEXO,0.04549517,NEXO,0.04549517,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-28 05:00:00
NXTVZJLJFSwLLlCregNgvHLH,Interest,NEXO,1.34174890,NEXO,1.34174890,$1.64,-,-,"approved / 1.643835 USDC",2025-09-28 05:00:00
NXT6A5TBuM60AfZNTaNHJvD1R,Interest,NEXO,0.04534778,NEXO,0.04534778,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-27 05:00:00
NXT5rpQJoRIWNXRDlcFl2A3F0,Interest,NEXO,1.32623935,NEXO,1.32623935,$1.64,-,-,"approved / 1.643835 USDC",2025-09-27 05:00:00
NXT4RkLK6arnFPpN2BTo6q0uv,Interest,NEXO,0.04519703,NEXO,0.04519703,$0.05,-,-,"approved / NEXO Interest Earned",2025-09-26 05:00:00
NXTa5FnBTFgG9mQSsC8kwFS6,Interest,NEXO,1.35763844,NEXO,1.35763844,$1.64,-,-,"approved / 1.643835 USDC",2025-09-26 05:00:00
NXT6OQEUBuE8wI7AjjeAzz14y,Interest,NEXO,1.31159374,NEXO,1.31159374,$1.64,-,-,"approved / 1.643835 USDC",2025-09-25 05:00:00
NXT6D7zl9ssOu10rPRhchGzBO,Interest,NEXO,0.04505125,NEXO,0.04505125,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-25 05:00:00
NXT3xucygbB40MdolvOldCUap,Withdraw Exchanged,EUR,-8104.37000000,EUR,8104.37000000,$9508.18,-,-,"approved / EUR withdrawal",2025-09-24 20:22:29
NXT7iE1HRVPYCQUWR4O4bKY8I,Exchange To Withdraw,EURX,8109.37000000,EUR,8104.37000000,$9514.10,5.00000000,EURX,"approved / EURX to EUR",2025-09-24 20:21:53
NXT3jvHAuiwWB3Tf0ydUZIps,Exchange Cashback,EURX,3.30000704,EURX,3.30000704,$3.87,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-09-24 20:19:23
NXT6pZQgAT87H4bG03sdxjmWK,Exchange,USDT,-3911.04000000,EURX,3300.00703522,$3871.81,-,-,"approved / Exchange Tether to EURX",2025-09-24 20:19:22
NXT6DQ76gRhCM12FkWHyCvEwU,Top up Crypto,USDT,2601.65000000,USDT,2601.65000000,$2602.04,-,-,"approved / 0xeb5d09b03f34633f83eb7359db2758b63572f4cd32f5d426f532a3f8a5a093aa",2025-09-24 20:18:37
NXT1BFBGVbHwZ2MvWXe4dlmMU,Top up Crypto,USDT,1309.39000000,USDT,1309.39000000,$1309.59,-,-,"approved / 0x8c1830bc9201d29128e89eace774dc08c9d6aa2a36a94462d09a8e7dcec472ba",2025-09-24 20:12:10
NXT5jxZnQSVTGL5xDNaCUg7vn,Interest,NEXO,0.93937604,NEXO,0.93937604,$1.16,-,-,"approved / 1.164383 USDC",2025-09-24 05:00:00
NXT30IwJMOxr3OauBvfdulYYG,Interest,NEXO,0.04487131,NEXO,0.04487131,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-24 05:00:00
NXT2Zd8yA1dMoaArjURl5Mq7Q,Interest,NEXO,0.69019816,NEXO,0.69019816,$0.86,-,-,"approved / 0.724202405534356944 EURX",2025-09-24 05:00:00
NXT6SA6GofJQCRutFRB1UgDz7,Interest,NEXO,0.68366949,NEXO,0.68366949,$0.85,-,-,"approved / 0.724202405534356944 EURX",2025-09-23 05:00:00
NXT3o2i0ukXoJwMddwCJ3tivI,Interest,NEXO,0.04469292,NEXO,0.04469292,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-23 05:00:00
NXT2xKojaWM0FFwLDgVudQe5B,Interest,NEXO,0.93173553,NEXO,0.93173553,$1.16,-,-,"approved / 1.164383 USDC",2025-09-23 05:00:00
NXT59cbjN2QYeqq9PCsnFf7bV,Interest,NEXO,0.66701757,NEXO,0.66701757,$0.85,-,-,"approved / 0.724202405534356944 EURX",2025-09-22 05:00:00
NXT3toNwfkyazX60BvxphVPAS,Interest,NEXO,0.04451827,NEXO,0.04451827,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-22 05:00:00
NXT2h11Icp0W0XBcrD5V74cQD,Interest,NEXO,0.91374034,NEXO,0.91374034,$1.16,-,-,"approved / 1.164383 USDC",2025-09-22 05:00:00
NXT6zwbqKczmMvRL99pdNuMya,Interest,NEXO,1.05916027,NEXO,1.05916027,$1.37,-,-,"approved / 1.369863 USDC",2025-09-21 05:00:00
NXT3garCLlYWQXW9NfCdxg39y,Interest,NEXO,0.04431345,NEXO,0.04431345,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-21 05:00:00
NXTcckWtPZL4jVese0UZnuur,Interest,NEXO,0.80255773,NEXO,0.80255773,$1.04,-,-,"approved / 0.884049504232279398 EURX",2025-09-21 05:00:00
NXT5YMWXkHmnPnsP966FvUfUb,Exchange Cashback,EURX,0.49096072,EURX,0.49096072,$0.58,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-09-20 23:57:03
NXT3A6NqI6yH4XeN2JGpSAw24,Exchange,USDT,-234.90000000,EURX,196.38428690,$230.51,1.98940600,USDT,"approved / Exchange Tether to EURX",2025-09-20 23:57:03
NXT24QJwDOi5kJR2m8BHXOcgM,Top up Crypto,USDT,234.90000000,USDT,234.90000000,$234.97,-,-,"approved / 0xdd1901f54768d7c0bd18fa9266080f2b7d2116bf87e1e07e7f1a15baca3974c7",2025-09-20 23:50:08
NXT5llEFHE9Jlzic9SyLWNDF7,Interest,NEXO,1.05552665,NEXO,1.05552665,$1.37,-,-,"approved / 1.369863 USDC",2025-09-20 05:00:00
NXT3MAaBnXsPprt2HcqfL6I4y,Interest,NEXO,0.55069820,NEXO,0.55069820,$0.71,-,-,"approved / 0.608753821491030313 EURX",2025-09-20 05:00:00
NXT363kI7dNEh7lwwqPBFN1oG,Interest,NEXO,0.04413610,NEXO,0.04413610,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-20 05:00:00
NXT4ev9l3Mrdn62BOMfsWIHLV,Exchange Cashback,EURX,3.58745699,EURX,3.58745699,$4.21,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-09-19 21:11:55
NXT5IGnzcxO7vm4vb00ou7j86,Exchange,USDC,-1703.05537900,EURX,1434.98279641,$1684.57,-,-,"approved / Exchange USD Coin to EURX",2025-09-19 21:11:54
NXT5LiKBbpp4qRTM5y8qyouK9,Exchange,USDT,-1702.20000000,USDC,1703.05152500,$1702.49,-,-,"approved / Exchange Tether to USD Coin",2025-09-19 21:10:52
NXT3vKC0Tbno45dHQVqW6ewgq,Top up Crypto,USDT,1702.20000000,USDT,1702.20000000,$1702.49,-,-,"approved / 0x1b8359acd33c261210bc88c22e73e833cde271d6b14c16bb9aad5161aa38d5e7",2025-09-19 21:03:21
NXT2S14OrCZqDMlqrmMN2AabI,Exchange Cashback,EURX,1.63722059,EURX,1.63722059,$1.92,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-09-19 12:44:35
NXT69LdnoPrpxZHS1cBXR9KCJ,Exchange,USDC,-776.60000000,EURX,654.88823479,$768.95,-,-,"approved / Exchange USD Coin to EURX",2025-09-19 12:44:34
NXT2gGAy6h4T09SdlbLvldFgN,Interest,NEXO,1.05659923,NEXO,1.05659923,$1.37,-,-,"approved / 1.371171 USDC",2025-09-19 05:00:00
NXT19fGdYy7WsmA7bHs9N5LbO,Interest,NEXO,0.04397075,NEXO,0.04397075,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-19 05:00:00
NXTGsKGHAkP6l2Pz2oJBUbXk,Interest,NEXO,0.43811555,NEXO,0.43811555,$0.57,-,-,"approved / 0.482156216286233798 EURX",2025-09-19 05:00:00
NXT5LpxmaJYbNE4bOVLNHIjyZ,Exchange,USDT,-771.52000000,USDC,771.82873100,$771.61,-,-,"approved / Exchange Tether to USD Coin",2025-09-19 00:54:44
NXT6CCwNd3bDZQECgcYwn1Fh5,Top up Crypto,USDT,771.52000000,USDT,771.52000000,$771.69,-,-,"approved / 0x439fe7f1451a104f674a14ec63e58491cfb87060d545683292ca5aa5828e3fd2",2025-09-19 00:44:30
NXT2WjmzM9fHr0YPkZdwGLWxu,Exchange Cashback,EURX,6.26957272,EURX,6.26957272,$7.42,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-09-18 09:50:44
NXT62jlXTqgF3xtblDStWBo5Q,Exchange,USDC,-3000.00000000,EURX,2507.82909000,$2968.78,-,-,"approved / Exchange USD Coin to EURX",2025-09-18 09:50:43
NXT3ciQl29zLLWvXVP8VlCwcL,Interest,NEXO,0.04378276,NEXO,0.04378276,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-18 05:00:00
NXT3H1R63DTWsFCuA3UhjMXPs,Interest,NEXO,1.70563571,NEXO,1.70563571,$2.19,-,-,"approved / 2.193089 USDC",2025-09-18 05:00:00
NXT7exHPk81HZHNw5GzCPw4IY,Interest,NEXO,0.04359598,NEXO,0.04359598,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-17 05:00:00
NXTUDAKZpaELAYAuzUGQgCI9,Interest,NEXO,1.69452451,NEXO,1.69452451,$2.19,-,-,"approved / 2.193089 USDC",2025-09-17 05:00:00
NXT54TfSmU0AdLWCFjDCwln98,Interest,NEXO,1.70596090,NEXO,1.70596090,$2.19,-,-,"approved / 2.193089 USDC",2025-09-16 05:00:00
NXT33pkusSAVLY5FolgLAYK2c,Interest,NEXO,0.04340799,NEXO,0.04340799,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-16 05:00:00
NXT7DstcM3Y8jHbPDqPj4aLjD,Interest,NEXO,1.71110631,NEXO,1.71110631,$2.19,-,-,"approved / 2.193089 USDC",2025-09-15 05:00:00
NXT46fhyzsjp4FkKqUy4CNW7O,Interest,NEXO,0.04321948,NEXO,0.04321948,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-15 05:00:00
NXT5sgnEVxNvJBL1VcwYKa12b,Interest,NEXO,1.53321183,NEXO,1.53321183,$1.97,-,-,"approved / 1.973739 USDC",2025-09-14 05:00:00
NXT3o5DPkPmSwvXf7bviNCm7t,Interest,NEXO,0.04305009,NEXO,0.04305009,$0.06,-,-,"approved / NEXO Interest Earned",2025-09-14 05:00:00
NXT2JAocJV0oxlcW0fk7amiHl,Exchange,USDT,-800.00000000,USDC,800.62448700,$800.38,-,-,"approved / Exchange Tether to USD Coin",2025-09-13 10:31:11
NXT5bXXqptBVc4sX3bLfeZ7iM,Top up Crypto,USDT,800.00000000,USDT,800.00000000,$800.11,-,-,"approved / 0x05235a99d6c8adea4028b1a01c8a247eb2f258113ec35e10d0fb7523a8945252",2025-09-13 10:28:28
NXT7hE08kAjpPBuxpZzHwy75p,Interest,NEXO,1.05710853,NEXO,1.05710853,$1.37,-,-,"approved / 1.370654 USDC",2025-09-13 05:00:00
